ACTION,Herd,BC Herd,Year,Official Survey Timing,"Survey Count (KMB = SO, Total count) OTC",MinCount (KMB = Minimum # known alive),NFG,NFG-Reason,Use for trend? (KMB - BPV?),"Estimate (MC, eg JHE)","Parameter Method (JHE, mark resight etc)",LCL-90%,UCL-90%,CV,SCF,N collar available,N collars detected,"KMB = Observed sample count, OSC; Min count (survey for recruitment - cannot be used for trend analyses in the IPM or otherwise)",N. Calves (OTC),N. Calves (Min # Known Alive),N. Calves (OSC),Percent calves- free ranging (OTC),Percent calves- free ranging (Min # Known Alive),Percent calves- including penned calves,N. Adult F (OTC),N. Adult F (Min # Known Alive),N. Adult F (OSC),N. Adult M (OTC),N. Adult M (Min # Known Alive),N. Adult M (OSC),N. Adult (Sex Unclassified) (OTC),N. Adult (Sex Unclassified) (Min # Known Alive),N. Adult (Sex Unclassified) (OSC),Unclassified Life Stage and Sex (OTC),Unclassified Life Stage and Sex (Min # Known Alive),Unclassified Life Stage and Sex (OSC),Yrling - Unclas Sex (OTC),Yrling - Unclas Sex (Min # Known Alive),Yrling - Unclas Sex (OSC),Who entered the data?,Relevant Notes in Original Data,Notes in Original Data on MNKA/ Estimate/ Parameter Method,Survey Type (s),Additional Notes
,Itcha-Ilgachuz,Itcha-Ilgachuz,1984,February,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,63,NA,NA,18,,,,NA,NA,NA,NA,NA,NA,NA,NA,45,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1984 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1988,March,NA,NA,Y,"""Itchas don't appear to have been surveyed this year.""",OSC,NA,NA,NA,NA,NA,NA,NA,NA,101,NA,NA,17,,,,NA,NA,NA,NA,NA,NA,NA,NA,84,NA,NA,NA,NA,NA,NA,BM,"Itchas don't appear to have been surveyed this year. Original Data Source: Young 1994 Summary of PC and Rut Surveys in the II Mtns (1997). In 2015, D.Chicowski provided some raw datasheets with no write up showing observations that don't match the QA'd data in the trends dataset. Due to the timing of data submission (30 years later), and uncertainty about why the discrepancies, the original values from the trends dataset are being upheld for continuity purposes. See Ilgachuz and Rainbows - March 1987 pdf from the 1986-89 Inventory folder on the network drive for Chicowski's raw data. ",,Aerial Late Winter Recruitment,"Rob entered an additional record for 1984 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1985,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,113,NA,NA,24,,,,NA,NA,80,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1985 with exactly the same data as I have entered here except with 89 adults of unclassified sex, which I have in my raw data as divided into 80 adult females and 9 adult males. Based on this, I have made the assumption that the source for Rob's data was the same as mine, except mine was slightly more informative, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2001,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,126,NA,NA,24,,,,NA,NA,81,NA,NA,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 11 ""Class II"" males and 10 ""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,1978,May,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,1,,,,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,153,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1987,March,NA,NA,Y,"""Itchas don't appear to have been surveyed this year.""",OSC,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,33,,,,NA,NA,NA,NA,NA,NA,NA,NA,122,NA,NA,NA,NA,NA,NA,BM,"Itchas don't appear to have been surveyed this year. Original Data Source: Young 1994 Summary of PC and Rut Surveys in the II Mtns (1997). In 2015, D.Chicowski provided some raw datasheets with no write up showing observations that don't match the QA'd data in the trends dataset. Due to the timing of data submission (30 years later), and uncertainty about why the discrepancies, the original values from the trends dataset are being upheld for continuity purposes. See Ilgachuz and Rainbows - March 1987 pdf from the 1986-89 Inventory folder on the network drive for Chicowski's raw data. ",,Aerial Late Winter Recruitment,"Rob entered an additional record for 1984 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1996,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,197,NA,NA,42,,,,NA,NA,NA,NA,NA,NA,NA,NA,155,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1996 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1985,October,NA,NA,Y,"""Only the Ilgachuz range observations were included, unknown why the Itchas observations weren't included [...] In 2015, D.Chicowski provided some raw datasheets with no write up showing observations from both herds. To maintain continuity of data, these additional observations were not retroactively added to the master trends dataset.","OSC, MC",1121,NA,NA,NA,NA,NA,NA,NA,200,NA,NA,31,,,,NA,NA,142,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Only the Ilgachuz range observations were included, unknown why the Itchas observations weren't included, but data had been QA'd by Jim Young years ago. In 2015, D.Chicowski provided some raw datasheets with no write up showing observations from both herds. To maintain continuity of data, these additional observations were not retroactively added to the master trends dataset.  See Itchas, Ilgachuz and Rainbows - March 1986 pdf from the 1986-89 Inventory folder on the network drive. Original Data Source: Young 1994 Summary of PC and Rut Surveys in the II Mtns.",This estimate was based on the assumption that no summer cow or yearling mortalities occurred and utilized the same estimate obtained for the post calving period,Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1997,April,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,217,NA,NA,36,,,,NA,NA,NA,NA,NA,NA,NA,NA,181,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1997 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1986,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,220,NA,NA,53,,,,NA,NA,124,NA,NA,43,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1985 with exactly the same data as I have entered here except with 167 adults of unclassified sex, which I have in my raw data as divided into 124 adult females and 43 adult males. Based on this, I have made the assumption that the source for Rob's data was the same as mine, except mine was slightly more informative, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2002,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,235,NA,NA,42,,,,NA,NA,NA,NA,NA,NA,NA,NA,193,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2002 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1977,April,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,32,,,,NA,NA,95,NA,NA,11,NA,NA,NA,NA,NA,100,NA,NA,NA,BM,,,Aerial Late Winter Recruitment (April),"Rob entered an additional record for 1977 with exactly the same data as I have entered here except with 106 adults of unclassified sex, which I have in my raw data as divided into 95 adult females and 11 adult males. Based on this, I have made the assumption that the source for Rob's data was the same as mine, except mine was slightly more informative, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1983,April,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,243,NA,NA,61,,,,NA,NA,NA,NA,NA,NA,NA,NA,182,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1983 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2003,March,NA,NA,Y,"""Itchas only (Ilgachuz not included)""",OSC,NA,NA,NA,NA,NA,NA,NA,NA,252,NA,NA,45,,,,NA,NA,NA,NA,NA,NA,NA,NA,207,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2003 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1995,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,260,NA,NA,64,,,,NA,NA,160,NA,NA,36,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 19 ""Class II"" males and 17""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,1999,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,261,NA,NA,45,,,,NA,NA,NA,NA,NA,NA,NA,NA,216,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1999 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2021,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,298,NA,NA,57,,,,NA,NA,NA,NA,NA,NA,NA,NA,238,NA,NA,3,NA,NA,NA,RS,,,,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1973,Winter,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,310,NA,NA,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment (January),This is the only data available for 1973
,Itcha-Ilgachuz,Itcha-Ilgachuz,2015,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,16,,,,NA,NA,NA,NA,NA,NA,NA,NA,291,NA,NA,13,NA,NA,,BM,,,Aerial Late Winter Recruitment,"This is the only data available for 2015. Rob entered an additional record for 2015 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1984,October,NA,NA,,NA,"OSC, MC",1012,NA,NA,NA,NA,NA,NA,NA,334,NA,NA,40,,,,NA,NA,227,NA,NA,67,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,This estimate [BM note: the MC] was based on the assumption that no summer cow or yearling mortalities occurred and utilized the same estimate obtained for the post calving period,This estimate [BM note: the MC] was based on the assumption that no summer cow or yearling mortalities occurred and utilized the same estimate obtained for the post calving period,Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1983,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,351,NA,NA,NA,,,,NA,NA,NA,NA,NA,64,NA,NA,NA,NA,NA,287,NA,NA,NA,BM,,"""1983 unclassified count includes some yearlings""",Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,2014,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,352,NA,NA,26,,,,NA,NA,NA,NA,NA,NA,NA,NA,320,NA,NA,6,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2014 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1978,November,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,353,NA,NA,117,,,,NA,NA,190,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,2000,April,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,360,NA,NA,57,,,,NA,NA,NA,NA,NA,NA,NA,NA,285,NA,NA,18,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2000 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2004,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,374,NA,NA,37,,,,NA,NA,,NA,NA,NA,NA,NA,328,NA,NA,9,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"This is the only data available for 2004. Rob entered an additional record for 2004 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1986,October,NA,NA,,NA,"OSC, MC",133,NA,NA,NA,NA,NA,NA,NA,429,NA,NA,73,,,,NA,NA,304,NA,NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,1333 is the sum of corrected estimates for all age/sex classes. This estimate was based on the assumption that no summer cow or yearling mortalities occurred and utilized the same estimate obtained for the post calving period,Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1994,October,NA,NA,,NA,"OSC, MC",1369,"""Expert knowledge""",NA,NA,NA,NA,NA,NA,440,NA,NA,63,,,,NA,NA,331,NA,NA,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"Due to difficulty with classifying large groups of caribou, both male and female yearlings were included in the cow classification.",,Aerial Rut Composition,"For adult males OSC, there are 22 ""Class II"" males and 24 ""Class III"" males // Rob entered an additional record for 1994 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2012,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,449,NA,NA,48,,,,NA,NA,NA,NA,NA,NA,NA,NA,399,NA,NA,2,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2012 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1981,November,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,475,NA,NA,62,,,,NA,NA,14,NA,NA,58,NA,NA,,NA,NA,341,NA,NA,NA,BM,,,Aerial Rut Composition,This is the only data available for 1981
,Itcha-Ilgachuz,Itcha-Ilgachuz,2001,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,489,NA,NA,56,,,,NA,NA,NA,NA,NA,NA,NA,NA,309,NA,NA,124,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 2001 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,2014,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,491,NA,NA,26,,,,NA,NA,296,NA,NA,79,NA,NA,5,NA,NA,76,NA,NA,9,BM,Radio-collared bulls were also located and added to survey total,,Aerial Rut Composition,All yearlings are males
,Itcha-Ilgachuz,Itcha-Ilgachuz,1987,October,NA,NA,,NA,"OSC, MC",1324,NA,NA,NA,NA,NA,NA,NA,509,NA,NA,66,,,,NA,NA,372,NA,NA,71,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,"This estimate was based on the assumption that no summer cow or yearling mortalities occurred and utilized the same estimate obtained for the post calving period // The adult bull and calf population estimates were obtained by applying the October bull/cow and calf/cow ratios to the estimated total number of female caribou (which included yearlings) reported for June (970); therefore, 970 * 0.177 = 172 calves",Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1979,June,262,NA,Y,"""1982 change in search effort methodology""",OTC,NA,NA,NA,NA,NA,NA,NA,NA,513,45,NA,10,,,,45,NA,36,NA,NA,82,NA,NA,,172,NA,385,NA,NA,NA,BM,,"For OSC: ""Exact survey date unknown; Itchas only (i.e. Ilgachuz range not included)""",Aerial Rut Composition,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1979,November,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,513,NA,NA,10,,,,NA,NA,36,NA,NA,82,NA,NA,NA,NA,NA,385,NA,NA,NA,BM,,,Aerial Post Calving Population Count & Recruitment ,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1998,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,618,NA,NA,83,,,,NA,NA,NA,NA,NA,NA,NA,NA,535,NA,NA,NA,NA,NA,NA,BM,,,Aerial Late Winter Recruitment,"Rob entered an additional record for 1998 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1997,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,620,NA,NA,84,,,,NA,NA,367,NA,NA,114,NA,NA,NA,NA,NA,55,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 53 ""Class II"" males and 61 ""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,2000,November,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,623,NA,NA,108,,,,NA,NA,328,NA,NA,104,NA,NA,NA,NA,NA,83,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 61 ""Class II"" males and 43 ""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,1998,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,642,NA,NA,110,,,,NA,NA,421,NA,NA,111,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 58 ""Class II"" males and 53 ""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,2013,March,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,664,NA,NA,55,,,,NA,NA,NA,NA,NA,NA,NA,NA,609,NA,NA,NA,NA,NA,,BM,"Surveys prioritized search effort and relocated only the collared cows; collared bull  groups were not targeted for telemetry relocation due to time and budget constraints. BM note: I don't think this would affect the overall survey count, but I'm not completely sure.",,Aerial Late Winter Recruitment,"This is the only data available for 2013. Rob entered an additional record for 2013 with exactly the same data as I have entered here. Based on this, I have made the assumption that the source for Rob's data was the same as mine, so I have deleted Rob's row."
,Itcha-Ilgachuz,Itcha-Ilgachuz,1996,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,692,NA,NA,126,,,,NA,NA,490,NA,NA,76,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 49 ""Class II"" males and 27 ""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,1999,October,NA,NA,,NA,OSC,NA,NA,NA,NA,NA,NA,NA,NA,918,NA,NA,173,,,,NA,NA,588,NA,NA,161,NA,NA,NA,NA,NA,3,NA,NA,NA,BM,,,Aerial Rut Composition,"For adult males OSC, there are 90 ""Class II"" males and 71""Class III"" males"
,Itcha-Ilgachuz,Itcha-Ilgachuz,2003,June,2861,NA,,NA,OTC,NA,NA,NA,NA,NA,0.6364,11,7,NA,611,NA,NA,,,,1106,NA,NA,717,NA,NA,135,NA,NA,89,NA,NA,203,NA,NA,BM,BM note: SCF for adult females only. JHE estimate for only adult females of 1737. Collared individuals are all adult females.,,Aerial Post Calving Population Count & Recruitment ,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1985,June,985,NA,,NA,"OTC, MC",1267,"JHE for cows only, plus an estimate for bulls obtained ""by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)""",NA,NA,NA,0.8462,13,11,NA,255,NA,NA,,,,675,NA,NA,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"1986 report (Smith and Hebert) records 991 total individuals, 1997 report (Young) records 985; data has been reviewed extensively by regional biologists over the years, and thus the more recent classification has been retained (pers comm, N.Dodd, 2021); 11 of 13 collared caribou observed // 1267 is the sum of corrected estimates from all age/sex classes (Young 1997); 11 of 13 collared cows observed. // Note for juveniles SCF: 11 of 13 collared cows observed (SCF = 0.8462 or the reciprocal 1.18); therefore, observed calves 255 * 1.18 = 301 // Note for adult females: 11 of 13 collared cows observed (SCF = 0.8462 or the reciprocal 1.18); the average annual calf survival for radio-collared cows (18 calves/100 cows) was substracted from the inital corrected cows total to provide an improved cow estimate and a yearling estimate: 675 * 1.18 = 797, 797 x 0.18 = 143 yearlings; 797-143 = 654 cows (~653 cows) // For adult males: Bull population estimated by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)",,Aerial Post Calving Population Count & Recruitment ,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1987,June,933,NA,,NA,"OTC, MC",1603,"JHE for cows only, plus an estimate for bulls obtained ""by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)""",NA,NA,NA,0.6154,13,8,NA,258,NA,NA,,,,597,NA,NA,78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"1603 is the sum of corrected estimates from all age/sex classes; 8 of 13 collared caribou observed // Note for juveniles SCF: 8 of 13 collared cows observed (SCF = 0.6154 or the reciprocal 1.62); therefore, observed calves 258 * 1.62 = 418 // Note for adult females: 8 of 13 collared cows observed (SCF = 0.6154 or the reciprocal 1.62); the average annual calf survival for radio-collared cows (18 calves/100 cows) was substracted from the inital corrected cows total to provide an improved cow estimate and a yearling estimate: 597 cows observed * 1.625 = 970, 970 * 0.18 = 174 yearlings, 970 - 174 = 796 cows (~793) // For adult males: Bull population estimated by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)",,Aerial Post Calving Population Count & Recruitment ,
,Itcha-Ilgachuz,Itcha-Ilgachuz,1986,June,929,NA,,NA,"OTC, MC",1532,"JHE for cows only, plus an estimate for bulls obtained ""by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)""",NA,NA,NA,0.6429,14,9,NA,267,NA,NA,,,,605,NA,NA,57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,BM,"BM Note: Conflicting data about number of collared cows in these comments. I'm inclined to think the 11/13 is an error, so I entered the 9/14 numbers for now, but it needs to be checked. Edit: Yes, 9/14 is the number listed with the juvenile data and adult female data for this year so I'm more comfortable using 9/14 // 1532 is the sum of corrected estimates from all age/sex classes; 11 of 13 collared caribou observed // Note for juveniles SCF: 9 of 14 collared cows observed (SCF = 0.6429 or the reciprocal 1.56); therefore, observed calves 267 * 1.56 = 416 // Note for adult females: 9 of 14 collared cows observed (SCF = 0.6429 or the reciprocal 1.56); the average annual calf survival for radio-collared cows (18 calves/100 cows) was substracted from the inital corrected cows total to provide an improved cow estimate and a yearling estimate: 605 cows observed * 1.56 = 944, 944 * 0.18 = 170 yearlings, 944 - 170 = 774 cows // For adult males: Bull population estimated by applying the October bull/cow ratio to the corrected number of female caribou in June and adding the number of bulls harvested (with an additional 10% crippling loss)","For OSC: ""Only the Ilgachuz range observations were included, unknown why the Itchas observations weren't included, but data had been QA'd by Jim Young years ago. In 2015, D.Chicowski provided some raw datasheets with no write up showing observations from both herds. To maintain continuity of data, these additional observations were not retroactively added to the master trends dataset.  See Itchas, Ilgachuz and Rainbows - March 1986 pdf from the 1986-89 Inventory folder on the network drive. Original Data Source: Young 1994 Summary of PC and Rut Surveys in the II Mtns.""",Aerial Post Calving Population Count & Recruitment ,
